0
Krishnappa Gowtham
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Krunal Pandya
Kyle Mayers
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Marcus Stoinis
Mohd. Arshad Khan
Prerak Mankad
Prerak Mankad
Yudhvir Singh
David Willey
David Willey
David Willey
Shivam Mavi
Shivam Mavi
Shivam Mavi
Shivam Mavi
Mohsin Khan
Mohsin Khan
Mohsin Khan
Ravi Bishnoi
Ravi Bishnoi
Ravi Bishnoi
Ravi Bishnoi
Ravi Bishnoi
Yash Thakur
Yash Thakur
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Amit Mishra
Naveen Ul Haq
Naveen Ul Haq
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Rohit Sharma
Dewald Brevis
Dewald Brevis
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Suryakumar Yadav
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
Ishan Kishan
N. Tilak Varma
N. Tilak Varma
N. Tilak Varma
Tim David
Tim David
Tim David
Tim David
Vishnu Vinod
Vishnu Vinod
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Hardik Pandya
Arjun Tendulkar
Mohammad Nabi
Mohammad Nabi
Mohammad Nabi
Mohammad Nabi
Mohammad Nabi
Romario Shepherd
Romario Shepherd
Shams Mulani
Nehal Wadhera
Gerald Coetzee
Naman Dhir
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Jasprit Bumrah
Kumar Kartikeya Singh
Kumar Kartikeya Singh
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Piyush Chawla
Akash Madhwal
Luke Wood
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shreyas Gopal
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Shikhar Dhawan
Jitesh Sharma
Jitesh Sharma
Jitesh Sharma
Jonny Bairstow
Jonny Bairstow
Jonny Bairstow
Jonny Bairstow
Jonny Bairstow
Prabhsimran Singh
Prabhsimran Singh
Prabhsimran Singh
Prabhsimran Singh
Prabhsimran Singh
Prabhsimran Singh
Liam Livingstone
Liam Livingstone
Liam Livingstone
Liam Livingstone
Liam Livingstone
Harpreet Bhatia
Harpreet Bhatia
Harpreet Bhatia
Harpreet Bhatia
Rilee Rossouw
Rilee Rossouw
Rilee Rossouw
Shashank Singh
Shashank Singh
Chris Woakes
Chris Woakes
Chris Woakes
Atharva Taide
Rishi Dhawan
Rishi Dhawan
Rishi Dhawan
Rishi Dhawan
Rishi Dhawan
Rishi Dhawan
Sam Curran
Sam Curran
Sam Curran
Sam Curran
Sam Curran
Sikandar Raza
Harpreet Brar
Harpreet Brar
Harpreet Brar
Harpreet Brar
Harpreet Brar
Harpreet Brar
Arshdeep Singh
Arshdeep Singh
Arshdeep Singh
Arshdeep Singh
Arshdeep Singh
Arshdeep Singh
Kagiso Rabada
Kagiso Rabada
Kagiso Rabada
Kagiso Rabada
Kagiso Rabada
Kagiso Rabada
Kagiso Rabada
Nathan Ellis
Nathan Ellis
Nathan Ellis
Rahul Chahar
Rahul Chahar
Rahul Chahar
Rahul Chahar
Rahul Chahar
Rahul Chahar
Rahul Chahar
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Harshal Patel
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Sanju Samson
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Jos Buttler
Shimron Hetmyer
Shimron Hetmyer
Shimron Hetmyer
Shimron Hetmyer
Shimron Hetmyer
Shimron Hetmyer
Yashasvi Jaiswal
Yashasvi Jaiswal
Yashasvi Jaiswal
Yashasvi Jaiswal
Yashasvi Jaiswal
Dhruv Jurel
Dhruv Jurel
Riyan Parag
Riyan Parag
Riyan Parag
Riyan Parag
Riyan Parag
Riyan Parag
Rovman Powell
Rovman Powell
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Ravichandran Ashwin
Avesh Khan
Avesh Khan
Avesh Khan
Avesh Khan
Avesh Khan
Avesh Khan
Avesh Khan
Avesh Khan
Kuldeep Sen
Kuldeep Sen
Navdeep Saini
Navdeep Saini
Navdeep Saini
Navdeep Saini
Navdeep Saini
Prasidh Krishna
Prasidh Krishna
Prasidh Krishna
Prasidh Krishna
Prasidh Krishna
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Sandeep Sharma
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Trent Boult
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Yuzvendra Chahal
Adam Zampa
Adam Zampa
Adam Zampa
Nandre Burger
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Faf du Plessis
Rajat Patidar
Rajat Patidar
Rajat Patidar
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Virat Kohli
Anuj Rawat
Anuj Rawat
Anuj Rawat
Anuj Rawat
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Dinesh Karthik
Suyash S Prabhudessai
Suyash S Prabhudessai
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Glenn Maxwell
Mahipal Lomror
Mahipal Lomror
Mahipal Lomror
Mahipal Lomror
Mahipal Lomror
Mahipal Lomror
Mahipal Lomror
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Karn Sharma
Cameron Green
Cameron Green
Swapnil Singh
Mayank Dagar
Mayank Dagar
Akash Deep
Akash Deep
Alzarri Joseph
Alzarri Joseph
Alzarri Joseph
Alzarri Joseph
Lockie Ferguson
Lockie Ferguson
Lockie Ferguson
Lockie Ferguson
Lockie Ferguson
Lockie Ferguson
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Mohammed Siraj
Yash Dayal
Yash Dayal
Yash Dayal
Tom Curran
Tom Curran
Tom Curran
Reece Topley
Himanshu Sharma
Vyshak Vijay Kumar
Abdul Samad
Abdul Samad
Abdul Samad
Abdul Samad
Abdul Samad
Aiden Markram
Aiden Markram
Aiden Markram
Aiden Markram
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Rahul Tripathi
Glenn Phillips
Glenn Phillips
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Mayank Agarwal
Anmolpreet Singh
Anmolpreet Singh
Anmolpreet Singh
Heinrich Klaasen
Heinrich Klaasen
Heinrich Klaasen
Heinrich Klaasen
Nitish Kumar Reddy
Travis Head
Travis Head
Abhishek Sharma
Abhishek Sharma
Abhishek Sharma
Abhishek Sharma
Abhishek Sharma
Abhishek Sharma
Abhishek Sharma
Marco Jansen
Marco Jansen
Marco Jansen
Marco Jansen
Washington Sundar
Washington Sundar
Washington Sundar
Washington Sundar
Washington Sundar
Washington Sundar
Washington Sundar
Sanvir Singh
Wanindu Hasaranga
Wanindu Hasaranga
Wanindu Hasaranga
Pat Cummins
Pat Cummins
Pat Cummins
Pat Cummins
Pat Cummins
Pat Cummins
Pat Cummins
Akash Singh
Akash Singh
Shahbaz Ahamad
Shahbaz Ahamad
Shahbaz Ahamad
Shahbaz Ahamad
Shahbaz Ahamad
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Bhuvneshwar Kumar
Fazalhaq Farooqi
Fazalhaq Farooqi
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
Jaydev Unadkat
T Natarajan
T Natarajan
T Natarajan
T Natarajan
T Natarajan
T Natarajan
Umran Malik
Umran Malik
Umran Malik
Mayank Markande
Mayank Markande
Mayank Markande
Mayank Markande
Mayank Markande
Mayank Markande
